Dataset,type,Authors,Publication year,Title,Journal/Book title/ Report type,Vol(issue)/Report no,pagination,doi no/ISBN no/Ref.,URL,,,catalogue link
solas,article,"Mikaloff Fletcher, S.E., N. Gruber, A. R. Jacobson, M. Gloor, S. C. Doney, S. Dutkiewicz, M. Ger ber, M. Follows, F. Joos, K. Lindsay, D. Menemenlis, A. Mouchet, S. A. Müller, and J. L. Sarmiento",2007,Inverse estimate of the oceanic sources and sinks of natural CO2 and the implied oceanic carbon transport,Global Biogeochem. Cy.,21,GB1010,10.1029/2006GB002751,http://dx.doi.org/10.1029/2006GB002751,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,Morán X. A. G.,2007,Annual cycle of picophytoplankton photosynthesis and growth rates in a temperate coastal ecosystem: a major contribution to carbon fluxes,Aquat. Microb. Ecol.,49(3),267-279,10.3354/ame01151,http://dx.doi.org/10.3354/ame01151,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Morán X. A. G., V. Pérez, E. Fernández",2007,Mismatch between community respiration and the contribution of heterotrophic bacteria in the NE Atlantic open ocean: what causes high respiration in oligotrophic waters?,J. Mar. Res.,65,545-560,,,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Mukhopadhyay S.K., H. Biswas, T.K. De, T.K. Jana",2007,"Fluxes of nutrients from the tropical River Hooghly at the land–ocean boundary of Sundarbans, NE Coast of Bay of Bengal, India",J. Mar. Syst.,62(1-2),.9-21,10.1016/j.jmarsys.2006.03.004,http://dx.doi.org/10.1016/j.jmarsys.2006.03.004,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Muthu Raj S.,  M. Jayaprakash",2007,"Distribution and enrichment of trace metals in marine sediments of Bay of Bengal, off Ennore, south-east coast of India",Environ. Geol.,56(1),207-217,10.1007/s00254-007-1156-1,http://dx.doi.org/10.1007/s00254-007-1156-1,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Naegler, T., P. Ciais, J. C. Orr, O. Aumont, and C. Rödenbeck",2007,On evaluating ocean models with Atmospheric Potential Oxygen,Tellus B,59(1),138-156,10.1111/j.1600-0889.2006.00197.x,http://dx.doi.org/10.1111/j.1600-0889.2006.00197.x,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Neuer, S., A. Cianca, P. Helmke, T. Freudenthal, R. Davenport, H. Meggers, M. Knoll, J. M. Santana-Casiano, M. González-Davila, M.-J. Rueda, O. Llinás",2007,Biogeochemistry and hydrography in the eastern subtropical North Atlantic gyre. Results from the European time-series station ESTOC,Progr. Oceanogr.,72(1),.1-29,10.1016/j.pocean.2006.08.001,http://dx.doi.org/10.1016/j.pocean.2006.08.001,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Nishioka J., T. Ono, H. Saito, T. Nakatsuka, S. Takeda, T. Yoshimura, K. Suzuki, K. Kuma, S. Nakabayashi, D. Tsumune, H. Mitsudera, W.K. Johnson, and A. Tsuda",2007,Iron supply to the western subarctic Pacific: Importance of iron export from the Sea of Okhotsk,J. Geophys. Res.,112,C10012,10.1029/2006JC004055,http://dx.doi.org/10.1029/2006JC004055,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Obata, H., D.S. Alibo, and Y. Nozaki",2007,"Dissolved aluminum, indium and cerium in the Japan Sea and the Sea of Okhotsk: Comparison to the marginal seas of the western North Pacific",J. Geophys. Res.,112,C12003,10.1029/2006JC003944,http://dx.doi.org/10.1029/2006JC003944,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Oliveira, M. M. F. de, N. F. F. Ebecken, I. de A. Santos, C. F. Neves, L. P. Caloba, J. L. F. de. Oliveira",2007,Meteorological Tide modeling using an Artificial Neural Network: An application to the Paranaguá Bay: Part 2: NCEP/NCAR Reanalysis meteorological data,Brazilian Journal of Meteorology,22,53-62,,,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Olsen, A., Brown, K.R., Chierici, M., Johannessen, T., and Neill, C.",2007,The sea surface CO2 fugacity and its relationship with environmental parameters in the subpolar North Atlantic 2005,Biogeosciences,5(2),535-547,,http://www.biogeosciences.net/5/535/2008/bg-5-535-2008.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Omar, A., T. Johannessen, A. Olsen, S. Kaltin and F. Rey",2007,Seasonal and interannual variability of the air-sea CO2 flux in the Atlantic sector of the Barents Sea,Mar. Chem.,104(3-4),203-213,10.1016/j.marchem.2006.11.002 ,http://dx.doi.org/10.1016/j.marchem.2006.11.002,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Padín XA, G. Navarro",2006,Estimación de flujos de CO2 superficial en el Golfo de Vizcaya usando relaciones empíricas y teledetección,Revista de Teledetección,25,15-19,,,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Padín XA, M. Vázquez–Rodrígue, A.F. Ríos, F.F. Pérez",2007,Atmospheric CO2 measurements and error analysis on seasonal air–sea CO2 fluxes in the Bay of Biscay,J. Mar. Syst.,66(1-4),285-296,10.1016/j.jmarsys.2006.05.010 ,http://dx.doi.org/10.1016/j.jmarsys.2006.05.010,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Padín XA, M. Vázquez–Rodrígue, A.F. Ríos, F.F. Pérez",2007,Surface CO2 measurements in the English channel and southern bight of north sea using voluntary observing ships,J. Mar. Syst.,66(1-4),297-308,10.1016/j.jmarsys.2006.05.011,http://dx.doi.org/10.1016/j.jmarsys.2006.05.011,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Padin XA, Navarro G, Rios AF, Perez FF",2009,Estimation of air-sea CO2 fluxes in the Bay of Biscay using empirical relationships and the remote sensing observation,J. Mar. Syst.,75(1-2),280-289,10.1016/j.jmarsys.2008.10.008 ,http://dx.doi.org/10.1016/j.jmarsys.2008.10.008,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Pahlow, M., A.F. Vezina, B. Casault, H. Maass, L. Malloch, D.G. Wright, Y. Lu",2008,Adaptive model of plankton dynamics for the North Atlantic,Progr. Oceanogr.,76(2),151-191,10.1016/j.pocean.2007.11.001 ,http://dx.doi.org/10.1016/j.pocean.2007.11.001,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Paquay F.S., F.T. Mackenzie & A.V. Borges",2007,"Carbon dioxide dynamics in rivers and coastal waters of the “Big Island” of Hawaii, USA, during baseline and heavy rain condition",Aquat. Geochem.,13(1),.1-18,10.1007/s10498-006-9005-5,http://dx.doi.org/10.1007/s10498-006-9005-5,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Patecki, M., and A. C. Manning",2007,First results from shipboard atmospheric O2 and CO2 measurements over the North Atlantic Ocean,Oceans 2007,,.1-6,10.1109/OCEANSE.2007.4302351,http://dx.doi.org/10.1109/OCEANSE.2007.4302351,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Pechtl, S., G. Schmitz, R. Glasow Von,",2007,Modelling iodide - iodate speciation in atmospheric aerosol: Contributions of inorganic and organic iodine chemistry,Atmos. Chem. Phys.,7(5),1381-1393,,http://www.atmos-chem-phys.net/7/1381/2007/acp-7-1381-2007.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Pechtl, S., R. Von Glasow",2007,Reactive chlorine in the marine boundary layer in the outflow of polluted continental air: A model study,Geophys. Res. Lett.,34,L11813,10.1029/2007GL029761,http://dx.doi.org/10.1029/2007GL029761,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Pelejero, C., E. Calvo",2007,Reconstructing past seawater pH from boron isotopes in carbonates,Contributions to Science,3,387-396,,,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Pena, M.A., S.J. Bograd",2007,Time series of the northeast Pacific,Progr. Oceanogr.,75(2),115-119,10.1016/j.pocean.2007.08.008 ,http://dx.doi.org/10.1016/j.pocean.2007.08.008,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Planquette, H., P.J. Statham, G.R. Fones, M.A. Charette, C.M. Moore, I. Salter, F.H. Nédélec, S.L. Taylor, M. French, A.R. Baker, N. Mahowald, T.D. Jickells",2007,"Dissolved iron in the vicinity of the Crozet Islands, Southern Ocean Deep Sea Research Part II: Topical Studies in Oceanography",Deep Sea Research II,54(18-20),1999-2019,10.1016/j.dsr2.2007.06.019,http://dx.doi.org/10.1016/j.dsr2.2007.06.019,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Quack B., E. Atlas, G. Petrick, D. W. R. Wallace",2007,Bromoform and dibromomethane above the Mauritanian upwelling: Atmospheric distributions and oceanic emissions,J. Geophys. Res.,112,D09312,10.1029/2006JD007614,http://dx.doi.org/10.1029/2006JD007614,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Quack B., I. Peeken, G. Petrick, K. Nachtigall",2007,Oceanic distribution and sources of bromoform and dibromomethane in the Mauritanian upwelling,J. Geophys. Res.,112,C10006,10.1029/2006JC003803,http://dx.doi.org/10.1029/2006JC003803,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Quay P,  Sonnerup R, Stutsman J, Maurer J, Koertzinger A, Padin XA, Robinson C.",2007,Anthropogenic CO2 accumulation rates in the North Atlantic Ocean from changes in the C-13/C-12 of dissolved inorganic carbon,Global Biogeochem. Cy.,21,GB1009,10.1029/2006GB002761,http://dx.doi.org/10.1029/2006GB002761,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,proceedings,"Raupach, M.R., G. Marland, P. Ciais, C. Le Quere, J.G. Anadell, G. Klepper, C.B. Field",2007,Global and regional drivers of accelerating CO2 emissions,Proc Natl Acad Sci Unit States Am,104(24),10288-10293,10.1073/pnas.0700609104,http://dx.doi.org/10.1073/pnas.0700609104,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Reeves, C. E., J. Slemr, D.E. Oram, D. Worton, S.A. Penkett, D.J. Stewart, R. Purvis, N. Watson, J. Hopkins, A. Lewis, J. Methven, D.R. Blake, E. Atlas",2007,Alkyl nitrates in outflow from N. America over the N. Atlantic during ITOP 2004,J. Geophys. Res.,112,D10S37,10.1029/2006JD007567,http://dx.doi.org/10.1029/2006JD007567,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Ridgwell, A. J., I. Zondervan, J.C. Hargreaves, J. Bijma, T.M. Lenton",2007,Assessing the potential long-term increase of oceanic fossil fuel CO2 uptake due to CO2-calcification feedback,Biogeosciences,4(4),481-492,,http://www.biogeosciences.net/4/481/2007/bg-4-481-2007.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Ridgwell, A., J.C. Hargreaves, N.R. Edwards, J.D. Annan, T.M. Lenton, R. Marsh, A. Yool, A.Watson",2007,Marine geochemical data assimilation in an efficient Earth System Model of global biogeochemical cycling,Biogeosciences,4(1),87-104,,http://www.biogeosciences.net/4/87/2007/bg-4-87-2007.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Rik Wanninkhof, Are Olsen, Joaquin Triñanes",2007,Air–sea CO2 fluxes in the Caribbean Sea from 2002–2004,J. Mar. Syst.,66(1-4),272-284,10.1016/j.jmarsys.2005.11.014 ,http://dx.doi.org/10.1016/j.jmarsys.2005.11.014,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Rochelle-Newall E.J., C. Winter, C. Barrón, A.V. Borges, C.M. Duarte, M. Elliott, M. Frankignoulle, F. Gazeau, J.J. Middelburg, M.-D. Pizay & J.-P. Gattuso",2007,An artificial neural network analysis of factors controlling ecosystem metabolism in the coastal ocean,Ecol. Appl.,17(supp),S185-S196,10.1890/05-1769.1,http://dx.doi.org/10.1890/05-1769.1,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"S. Fangohr, D. K. Woolf",2007,Application of new parameterizations of gas transfer velocity and their impact on regional and global marine CO2 budgets,J. Mar. Syst.,66(1-4),195-203,10.1016/j.jmarsys.2006.01.012,http://dx.doi.org/10.1016/j.jmarsys.2006.01.012,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Santana-Casiano, J.M., Gonzalez-Davila, M.",2009,Carbon dioxide fluxes in the Benguela upwelling system during winter and spring: A comparison between 2005 and 2006,Deep-Sea Research II,56(8-10),533-541,10.1016/j.dsr2.2008.12.010,http://dx.doi.org/10.1016/j.dsr2.2008.12.010,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Santana-Casiano, J.M., M. González-Dávila, M.-J. Rueda, O. Llinás, E.-F. González-Dávila",2007,The interannual variability of oceanic CO2 parameters in the northeast Atlantic subtropical gyre at the ESTOC site,Global Biogeochem. Cy.,21,GB1015,10.1029/2006GB002788,http://dx.doi.org/10.1029/2006GB002788,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Sarthou, G., A.R. Baker, J. Kramer, P. Laan, A. Laes, S. Ussher, E.P. Achterberg, H.J.W. de BAAR,  K.R. Timmermans, S. Blain",2007,Influence of atmospheric inputs on the iron distribution in the subtropical North-East Atlantic Ocean,Mar. Chem.,104(3-4),186-202,10.1016/j.marchem.2006.11.004,http://dx.doi.org/10.1016/j.marchem.2006.11.004,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Sato S., S. Takeda and K. Furuya",2007,Iron regeneration and organic iron(III)-binding ligand production during in situ zooplankton grazing experiment,Mar. Chem.,106(3-4),471-488,10.1016/j.marchem.2007.05.001 ,http://dx.doi.org/10.1016/j.marchem.2007.05.001,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Schiettecatte L.-S., H. Thomas, Y. Bozec & A.V. Borges",2007,High temporal coverage of carbon dioxide measurements in the Southern Bight of the North Sea,Mar. Chem.,106(1-2),161-173,10.1016/j.marchem.2007.01.001,http://dx.doi.org/10.1016/j.marchem.2007.01.001,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Schlitzer, R.",2007,Assimilation of radiocarbon and chlorofluorocarbon data to constrain deep and bottom water transports in the world ocean,J. Phys. Oceanogr.,37(2),259-276,10.1175/JPO3011.1,http://dx.doi.org/10.1175/JPO3011.1,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Schneider, A., D.W.R. Wallace, A. Körtzinger",2007,The alkalinity of the Mediterranean Sea,Geophys. Res. Lett.,34,L15608,10.1029/2006GL028842,http://dx.doi.org/10.1029/2006GL028842,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Schneider, B., Bopp, L., Gehlen, M., Segschneider, J., Frölicher, T. L., Cadule, P., Friedlingstein, P., Doney, S. C., Behrenfeld, M. J., and Joos, F.",2007,Climate-induced interannual variability of marine primary and export production in three global coupled climate carbon cycle models,Biogeosciences,5(2),597-614,,http://www.biogeosciences.net/5/597/2008/bg-5-597-2008.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,Schuster U. and Watson A.J.,2007,A variable and decreasing sink for atmospheric CO2 in the North Atlantic,J. Geophys. Res.,112,C11006,10.1029/2006JC003941,http://dx.doi.org/10.1029/2006JC003941,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Schweiger, B., H. P. Hansen, and H. W. Bange",2007,A time series of hydroxylamine (NH2OH) in the southwestern Baltic Sea,Geophys. Res. Lett.,34,L24608,10.1029/2007GL031086,http://dx.doi.org/10.1029/2007GL031086,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Siswanto E., J. Ishizaka, K. Yokouchi, K. Tanaka, C.K. Tan",2007,Estimation of interannual and interdecadal variations of typhooninduced primary production: A case study for the outer shelf of the East China Sea,Geophys. Res. Lett.,34,L03604,10.1029/2006GL028368,http://dx.doi.org/10.1029/2006GL028368,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Slezak, D., R.P. Kiene, D.A. Toole, R. Simo and D.J. Kieber",2007,Effects of solar radiation on the fate of dissolved DMSP and conversion to DMS in seawater,Aquat. Sci.,69(3),377-393,10.1007/s00027-007-0896-z,http://dx.doi.org/10.1007/s00027-007-0896-z,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Smoydzin, L., R. Von Glasow",2007,Do organic surface films on sea salt aerosols influence atmospheric chemistry? A model study,Atmos. Chem. Phys.,7(21),5555-5567,,http://www.atmos-chem-phys.net/7/5555/2007/acp-7-5555-2007.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Sobrino, C., P.J. Neale",2007,Short-term and long-term effects of temperature on phytoplankton photosynthesis under UVR exposures,J. Phycol.,43(3),426-436,10.1111/j.1529-8817.2007.00344.x,http://dx.doi.org/10.1111/j.1529-8817.2007.00344.x,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Son, S., T. Platt, C. Fuentes-Yaco, H. Bouman, E. Devred, Y. Wu, S. Sathyendranath",2007,Possible biogeochemical response to the passage of Hurricane Fabian observed by satellites,J. Plankton Res.,29(8),687-697,10.1093/plankt/fbm050,http://dx.doi.org/10.1093/plankt/fbm050,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Stefels, J., M. Steinke, S. Turner, G. Malin, S. Belviso",2007,Environmental constraints on the production of the climatically active gas dimethylsulphide (DMS) and implications for ecosystem modelling,Biogeochem.,83(1-3),245-275,10.1007/s10533-007-9091-5,http://dx.doi.org/10.1007/s10533-007-9091-5,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Stéphane Blain, Bernard Quéguiner, Leanne Armand, Sauveur Belviso, Bruno Bombled, Laurent Bopp, Andrew Bowie, Christian Brunet, Corina Brussaard, François Carlotti, Urania Christaki, Antoine Corbière, Isabelle Durand, Frederike Ebersbach, Jean-Luc Fuda, Nicole Garcia, Loes Gerringa, Brian Griffiths, Catherine Guigue, Christophe Guillerm, Stéphanie Jacquet, Catherine Jeandel, Patrick Laan, Dominique Lefèvre, Claire Lo Monaco, Andrea Malits, Julie Mosseri, Ingrid Obernosterer, Young-Hyang Park, Marc Picheral, Philippe Pondaven, Thomas Remenyi, Valérie Sandroni, Géraldine Sarthou, Nicolas Savoye, Lionel Scouarnec, Marc Souhaut, Doris Thuiller, Klaas Timmermans, Thomas Trull, Julia Uitz, Pieter van Beek, Marcel Veldhuis, Dorothée Vincent, Eric Viollier, Lilita Vong & Thibaut Wagener",2007,Effect of natural iron fertilisation on carbon sequestration in the Southern Ocean,Nature,446,1070-1074,10.1038/nature05700,http://dx.doi.org/10.1038/nature05700,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Sturm, K., P. Friedlingstein, M. Bentsen, C. Heinze, and K. Assmann",2007,Modelling the terrestrial carbon cycle: sensitivity to climate forcing and model formulation,Geophys. Res. Abstr.,9,5769,,,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Stutz, J., O. Pikelnaya, S.C. Hurlock, S. Trick, S. Pechtl, R. Von Glasow",2007,Daytime OIO in the Gulf of Maine,Geophys. Res. Lett.,34,L22816,10.1029/2007GL031332,http://dx.doi.org/10.1029/2007GL031332,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Swingedouw D., L. Bopp, A. Matras and P. Braconnot",2007,The thermodynamics changes associated with a slow-down in the Atlantic overturning circulation result in little overall impact on oceanic CO2 uptake,Geophys. Res. Lett.,34,L23706,10.1029/2007GL031990,http://dx.doi.org/10.1029/2007GL031990,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,proceedings,"Tanhua, T., Körtzinger, A., Friis, K., Waugh, D.W., Wallace, D.W.R.",2007,An estimate of anthropogenic CO2 inventory from decadal changes in oceanic carbon content,Proc Natl Acad Sci Unit States Am,104(9),3037-3042,10.1073/pnas.0606574104,http://www.pnas.org/content/104/9/3037.full.pdf+html?sid=121e26da-326f-4889-9de5-e13102ac403e,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
